mode,task,trial,turn,completion_tokens,prompt_tokens,total_tokens,reasoning_tokens,latency_s
Qwen3-4B-think,HumanEval_44,4,1,2326,545,2871,0,24.975835
Qwen3-4B-think,HumanEval_45,0,1,425,494,919,0,4.6941
Qwen3-4B-think,HumanEval_45,1,1,398,494,892,0,4.434024
Qwen3-4B-think,HumanEval_45,2,1,465,494,959,0,5.11565
Qwen3-4B-think,HumanEval_45,3,1,395,494,889,0,4.453663
Qwen3-4B-think,HumanEval_45,4,1,479,494,973,0,5.271147
Qwen3-4B-think,HumanEval_46,0,1,3539,620,4159,0,38.18915
Qwen3-4B-think,HumanEval_46,1,1,3655,620,4275,0,39.459531
Qwen3-4B-think,HumanEval_46,2,1,2642,620,3262,0,28.378701
Qwen3-4B-think,HumanEval_46,3,1,5210,620,5830,0,56.788938
Qwen3-4B-think,HumanEval_46,4,1,2572,620,3192,0,27.61045
Qwen3-4B-think,HumanEval_47,0,1,4525,529,5054,0,48.930147
Qwen3-4B-think,HumanEval_47,1,1,5048,529,5577,0,54.770057
Qwen3-4B-think,HumanEval_47,2,1,7120,529,7649,0,78.351448
Qwen3-4B-think,HumanEval_47,3,1,6220,529,6749,0,68.058981
Qwen3-4B-think,HumanEval_47,4,1,6830,529,7359,0,75.018371
Qwen3-4B-think,HumanEval_48,0,1,1588,519,2107,0,17.018049
Qwen3-4B-think,HumanEval_48,1,1,1032,519,1551,0,11.141393
Qwen3-4B-think,HumanEval_48,2,1,1008,519,1527,0,10.826077
Qwen3-4B-think,HumanEval_48,3,1,1283,519,1802,0,13.799794
Qwen3-4B-think,HumanEval_48,4,1,866,519,1385,0,9.371428
Qwen3-4B-think,HumanEval_49,0,1,844,564,1408,0,9.123829
Qwen3-4B-think,HumanEval_49,1,1,1222,564,1786,0,13.114228
Qwen3-4B-think,HumanEval_49,2,1,733,564,1297,0,7.950355
Qwen3-4B-think,HumanEval_49,3,1,1189,564,1753,0,12.755394
Qwen3-4B-think,HumanEval_49,4,1,1070,564,1634,0,11.509179
Qwen3-4B-think,HumanEval_5,0,1,1752,540,2292,0,18.748255
Qwen3-4B-think,HumanEval_5,1,1,1167,540,1707,0,12.530915
Qwen3-4B-think,HumanEval_5,2,1,1153,540,1693,0,12.374778
Qwen3-4B-think,HumanEval_5,3,1,908,540,1448,0,9.789257
Qwen3-4B-think,HumanEval_5,4,1,1156,540,1696,0,12.405037
Qwen3-4B-think,HumanEval_50,0,1,1177,539,1716,0,12.632272
Qwen3-4B-think,HumanEval_50,0,2,5195,931,6126,0,56.561388
Qwen3-4B-think,HumanEval_50,0,3,2108,1698,3806,0,22.765788
Qwen3-4B-think,HumanEval_50,0,4,6627,2457,9084,0,74.69906
Qwen3-4B-think,HumanEval_50,0,5,1072,3068,4140,0,11.766079
Qwen3-4B-think,HumanEval_50,0,6,4213,3874,8087,0,47.691273
Qwen3-4B-think,HumanEval_50,1,1,1271,539,1810,0,13.629967
Qwen3-4B-think,HumanEval_50,1,2,6970,931,7901,0,76.845336
Qwen3-4B-think,HumanEval_50,2,1,1298,539,1837,0,13.914618
Qwen3-4B-think,HumanEval_50,2,2,40024,934,40958,0,552.090987
Qwen3-4B-think,HumanEval_50,3,1,1006,539,1545,0,10.89019
Qwen3-4B-think,HumanEval_50,3,2,40027,931,40958,0,552.222252
Qwen3-4B-think,HumanEval_50,4,1,1059,539,1598,0,11.389456
Qwen3-4B-think,HumanEval_50,4,2,4690,934,5624,0,50.858662
Qwen3-4B-think,HumanEval_50,4,3,2143,1368,3511,0,22.986435
Qwen3-4B-think,HumanEval_50,4,4,3736,1959,5695,0,40.904199
Qwen3-4B-think,HumanEval_51,0,1,1165,570,1735,0,12.508718
Qwen3-4B-think,HumanEval_51,1,1,1450,570,2020,0,15.58139
Qwen3-4B-think,HumanEval_51,2,1,1352,570,1922,0,14.52088
Qwen3-4B-think,HumanEval_51,3,1,1268,570,1838,0,13.62232
Qwen3-4B-think,HumanEval_51,4,1,1406,570,1976,0,15.093191
Qwen3-4B-think,HumanEval_52,0,1,675,532,1207,0,7.351473
Qwen3-4B-think,HumanEval_52,1,1,836,532,1368,0,9.050334
Qwen3-4B-think,HumanEval_52,2,1,744,532,1276,0,8.049281
Qwen3-4B-think,HumanEval_52,3,1,691,532,1223,0,7.510952
Qwen3-4B-think,HumanEval_52,4,1,617,532,1149,0,6.7074
Qwen3-4B-think,HumanEval_53,0,1,398,502,900,0,4.429124
Qwen3-4B-think,HumanEval_53,1,1,423,502,925,0,4.686614
Qwen3-4B-think,HumanEval_53,2,1,353,502,855,0,3.954648
Qwen3-4B-think,HumanEval_53,3,1,338,502,840,0,3.786693
Qwen3-4B-think,HumanEval_53,4,1,338,502,840,0,3.814081
Qwen3-4B-think,HumanEval_54,0,1,1331,588,1919,0,14.262461
Qwen3-4B-think,HumanEval_54,1,1,1241,588,1829,0,13.345751
Qwen3-4B-think,HumanEval_54,2,1,1190,588,1778,0,12.781607
Qwen3-4B-think,HumanEval_54,3,1,1515,588,2103,0,16.22365
Qwen3-4B-think,HumanEval_54,4,1,2548,588,3136,0,27.332651
Qwen3-4B-think,HumanEval_55,0,1,1338,503,1841,0,14.34431
Qwen3-4B-think,HumanEval_55,1,1,1560,503,2063,0,16.698568
Qwen3-4B-think,HumanEval_55,2,1,1481,503,1984,0,15.832256
Qwen3-4B-think,HumanEval_55,3,1,1030,503,1533,0,11.060755
Qwen3-4B-think,HumanEval_55,4,1,3472,503,3975,0,37.407967
Qwen3-4B-think,HumanEval_56,0,1,1214,540,1754,0,13.02793
Qwen3-4B-think,HumanEval_56,1,1,822,540,1362,0,8.905329
Qwen3-4B-think,HumanEval_56,2,1,1231,540,1771,0,13.255668
Qwen3-4B-think,HumanEval_56,3,1,846,540,1386,0,9.126802
Qwen3-4B-think,HumanEval_56,4,1,843,540,1383,0,9.108421
Qwen3-4B-think,HumanEval_57,0,1,1389,539,1928,0,14.875772
Qwen3-4B-think,HumanEval_57,1,1,886,539,1425,0,9.624586
Qwen3-4B-think,HumanEval_57,2,1,2238,539,2777,0,23.981631
Qwen3-4B-think,HumanEval_57,3,1,928,539,1467,0,9.999428
Qwen3-4B-think,HumanEval_57,4,1,1335,539,1874,0,14.294611
Qwen3-4B-think,HumanEval_58,0,1,1033,571,1604,0,11.119237
Qwen3-4B-think,HumanEval_58,1,1,762,571,1333,0,8.301747
Qwen3-4B-think,HumanEval_58,2,1,730,571,1301,0,7.926924
Qwen3-4B-think,HumanEval_58,3,1,977,571,1548,0,10.518136
Qwen3-4B-think,HumanEval_58,4,1,837,571,1408,0,9.080587
Qwen3-4B-think,HumanEval_59,0,1,2421,517,2938,0,25.944037
Qwen3-4B-think,HumanEval_59,1,1,2039,517,2556,0,21.825327
Qwen3-4B-think,HumanEval_59,2,1,2507,517,3024,0,26.853483
Qwen3-4B-think,HumanEval_59,3,1,2351,517,2868,0,25.194494
Qwen3-4B-think,HumanEval_59,4,1,2126,517,2643,0,22.762006
Qwen3-4B-think,HumanEval_6,0,1,1652,560,2212,0,17.706202
Qwen3-4B-think,HumanEval_6,1,1,1382,560,1942,0,14.808689
Qwen3-4B-think,HumanEval_6,2,1,1507,560,2067,0,16.167613
Qwen3-4B-think,HumanEval_6,3,1,1582,560,2142,0,16.932599
Qwen3-4B-think,HumanEval_6,4,1,1367,560,1927,0,14.811481
Qwen3-4B-think,HumanEval_60,0,1,606,552,1158,0,6.619212
Qwen3-4B-think,HumanEval_60,1,1,696,552,1248,0,7.578376
Qwen3-4B-think,HumanEval_60,2,1,792,552,1344,0,8.578897
Qwen3-4B-think,HumanEval_60,3,1,1389,552,1941,0,14.915602
Qwen3-4B-think,HumanEval_60,4,1,1692,552,2244,0,18.095904
Qwen3-4B-think,HumanEval_61,0,1,758,537,1295,0,8.180989
Qwen3-4B-think,HumanEval_61,1,1,844,537,1381,0,9.095517
Qwen3-4B-think,HumanEval_61,2,1,916,537,1453,0,9.875698
Qwen3-4B-think,HumanEval_61,3,1,940,537,1477,0,10.137626
Qwen3-4B-think,HumanEval_61,4,1,812,537,1349,0,8.78212
Qwen3-4B-think,HumanEval_62,0,1,2867,558,3425,0,30.803898
Qwen3-4B-think,HumanEval_62,0,2,2553,731,3284,0,27.171829
Qwen3-4B-think,HumanEval_62,0,3,1207,1197,2404,0,12.85182
Qwen3-4B-think,HumanEval_62,0,4,835,1607,2442,0,8.940639
Qwen3-4B-think,HumanEval_62,0,5,1402,2168,3570,0,15.188053
Qwen3-4B-think,HumanEval_62,0,6,859,2762,3621,0,9.381296
Qwen3-4B-think,HumanEval_62,1,1,2925,558,3483,0,31.495103
Qwen3-4B-think,HumanEval_62,1,2,2898,738,3636,0,30.922557
Qwen3-4B-think,HumanEval_62,1,3,2459,1102,3561,0,26.333284
Qwen3-4B-think,HumanEval_62,1,4,2073,1900,3973,0,22.448154
Qwen3-4B-think,HumanEval_62,1,5,3458,2387,5845,0,38.049414
Qwen3-4B-think,HumanEval_62,1,6,1452,2986,4438,0,15.936949
Qwen3-4B-think,HumanEval_62,2,1,2382,558,2940,0,25.537486
Qwen3-4B-think,HumanEval_62,2,2,4591,727,5318,0,49.606142
Qwen3-4B-think,HumanEval_62,2,3,677,1075,1752,0,7.185082
Qwen3-4B-think,HumanEval_62,2,4,1958,1244,3202,0,20.950481
Qwen3-4B-think,HumanEval_62,2,5,2216,1713,3929,0,23.950122
Qwen3-4B-think,HumanEval_62,2,6,2536,2182,4718,0,27.667403
Qwen3-4B-think,HumanEval_62,3,1,1410,558,1968,0,15.098782
Qwen3-4B-think,HumanEval_62,4,1,1743,558,2301,0,18.713554
Qwen3-4B-think,HumanEval_63,0,1,2189,598,2787,0,23.560968
Qwen3-4B-think,HumanEval_63,1,1,1810,598,2408,0,19.401587
Qwen3-4B-think,HumanEval_63,2,1,2705,598,3303,0,29.044178
Qwen3-4B-think,HumanEval_63,3,1,1214,598,1812,0,13.046587
Qwen3-4B-think,HumanEval_63,4,1,1866,598,2464,0,19.98987
Qwen3-4B-think,HumanEval_64,0,1,2659,574,3233,0,28.529394
Qwen3-4B-think,HumanEval_64,1,1,2835,574,3409,0,30.463203
Qwen3-4B-think,HumanEval_64,2,1,2001,574,2575,0,21.468352
Qwen3-4B-think,HumanEval_64,3,1,2235,574,2809,0,23.947156
Qwen3-4B-think,HumanEval_64,4,1,1769,574,2343,0,18.944886
Qwen3-4B-think,HumanEval_65,0,1,2121,534,2655,0,22.714512
Qwen3-4B-think,HumanEval_65,1,1,1671,534,2205,0,17.897267
Qwen3-4B-think,HumanEval_65,2,1,2210,534,2744,0,23.679213
Qwen3-4B-think,HumanEval_65,3,1,1018,534,1552,0,10.952117
Qwen3-4B-think,HumanEval_65,4,1,1512,534,2046,0,16.199587
Qwen3-4B-think,HumanEval_66,0,1,530,568,1098,0,5.84825
Qwen3-4B-think,HumanEval_66,1,1,809,568,1377,0,8.752897
Qwen3-4B-think,HumanEval_66,2,1,874,568,1442,0,9.426074
Qwen3-4B-think,HumanEval_66,3,1,781,568,1349,0,8.450844
Qwen3-4B-think,HumanEval_66,4,1,798,568,1366,0,8.638186
Qwen3-4B-think,HumanEval_67,0,1,922,674,1596,0,9.963666
Qwen3-4B-think,HumanEval_67,1,1,1076,674,1750,0,11.620854
Qwen3-4B-think,HumanEval_67,2,1,1017,674,1691,0,10.963513
Qwen3-4B-think,HumanEval_67,3,1,928,674,1602,0,10.012605
Qwen3-4B-think,HumanEval_67,4,1,911,674,1585,0,9.835483
Qwen3-4B-think,HumanEval_68,0,1,2154,763,2917,0,23.163604
Qwen3-4B-think,HumanEval_68,1,1,1781,763,2544,0,19.153059
Qwen3-4B-think,HumanEval_68,2,1,2084,763,2847,0,22.400637
Qwen3-4B-think,HumanEval_68,3,1,1971,763,2734,0,21.183287
Qwen3-4B-think,HumanEval_68,4,1,2537,763,3300,0,27.315353
Qwen3-4B-think,HumanEval_69,0,1,1240,613,1853,0,13.332977
Qwen3-4B-think,HumanEval_69,1,1,1188,613,1801,0,12.788663
Qwen3-4B-think,HumanEval_69,2,1,1180,613,1793,0,12.674845
Qwen3-4B-think,HumanEval_69,3,1,1163,613,1776,0,12.476139
Qwen3-4B-think,HumanEval_69,4,1,1551,613,2164,0,16.663025
Qwen3-4B-think,HumanEval_7,0,1,624,541,1165,0,6.830592
Qwen3-4B-think,HumanEval_7,1,1,553,541,1094,0,6.063716
Qwen3-4B-think,HumanEval_7,2,1,968,541,1509,0,10.453605
Qwen3-4B-think,HumanEval_7,3,1,663,541,1204,0,7.209417
Qwen3-4B-think,HumanEval_7,4,1,720,541,1261,0,7.793303
Qwen3-4B-think,HumanEval_70,0,1,2037,572,2609,0,21.803753
Qwen3-4B-think,HumanEval_70,1,1,1585,572,2157,0,17.010108
Qwen3-4B-think,HumanEval_70,2,1,2681,572,3253,0,28.781721
Qwen3-4B-think,HumanEval_70,3,1,1721,572,2293,0,18.452911
Qwen3-4B-think,HumanEval_70,4,1,2068,572,2640,0,22.165156
Qwen3-4B-think,HumanEval_71,0,1,3877,571,4448,0,41.867279
Qwen3-4B-think,HumanEval_71,1,1,3814,571,4385,0,41.156463
Qwen3-4B-think,HumanEval_71,2,1,3382,571,3953,0,36.441321
Qwen3-4B-think,HumanEval_71,3,1,3476,571,4047,0,37.455646
Qwen3-4B-think,HumanEval_71,4,1,1877,571,2448,0,20.099461
Qwen3-4B-think,HumanEval_72,0,1,908,678,1586,0,9.8415
Qwen3-4B-think,HumanEval_72,1,1,835,678,1513,0,9.027224
Qwen3-4B-think,HumanEval_72,2,1,990,678,1668,0,10.673335
Qwen3-4B-think,HumanEval_72,3,1,875,678,1553,0,9.504064
Qwen3-4B-think,HumanEval_72,4,1,573,678,1251,0,6.315634
Qwen3-4B-think,HumanEval_73,0,1,964,605,1569,0,10.397182
Qwen3-4B-think,HumanEval_73,1,1,1363,605,1968,0,14.621021
Qwen3-4B-think,HumanEval_73,2,1,1342,605,1947,0,14.408482
Qwen3-4B-think,HumanEval_73,3,1,1436,605,2041,0,15.396592
Qwen3-4B-think,HumanEval_73,4,1,1252,605,1857,0,13.439978
Qwen3-4B-think,HumanEval_74,0,1,1079,641,1720,0,11.640145
Qwen3-4B-think,HumanEval_74,1,1,907,641,1548,0,9.803645
Qwen3-4B-think,HumanEval_74,2,1,916,641,1557,0,9.929877
Qwen3-4B-think,HumanEval_74,3,1,946,641,1587,0,10.206286
Qwen3-4B-think,HumanEval_74,4,1,878,641,1519,0,9.495582
Qwen3-4B-think,HumanEval_75,0,1,2649,531,3180,0,28.392171
Qwen3-4B-think,HumanEval_75,1,1,2578,531,3109,0,27.649367
Qwen3-4B-think,HumanEval_75,2,1,2911,531,3442,0,31.225684
Qwen3-4B-think,HumanEval_75,3,1,1989,531,2520,0,21.274173
Qwen3-4B-think,HumanEval_75,4,1,2814,531,3345,0,30.173523
Qwen3-4B-think,HumanEval_76,0,1,5907,590,6497,0,64.620259
Qwen3-4B-think,HumanEval_76,1,1,10874,590,11464,0,123.075839
Qwen3-4B-think,HumanEval_76,2,1,7391,590,7981,0,81.625729
Qwen3-4B-think,HumanEval_76,3,1,5636,590,6226,0,61.51703
Qwen3-4B-think,HumanEval_76,4,1,4632,590,5222,0,50.22912
Qwen3-4B-think,HumanEval_77,0,1,6835,561,7396,0,75.21178
Qwen3-4B-think,HumanEval_77,1,1,4995,561,5556,0,54.326195
Qwen3-4B-think,HumanEval_77,2,1,6291,561,6852,0,68.993764
Qwen3-4B-think,HumanEval_77,3,1,5888,561,6449,0,64.424828
Qwen3-4B-think,HumanEval_77,4,1,4303,561,4864,0,46.578738
Qwen3-4B-think,HumanEval_78,0,1,921,763,1684,0,10.015511
Qwen3-4B-think,HumanEval_78,1,1,1044,763,1807,0,11.294558
Qwen3-4B-think,HumanEval_78,2,1,932,763,1695,0,10.129057
Qwen3-4B-think,HumanEval_78,3,1,881,763,1644,0,9.616141
Qwen3-4B-think,HumanEval_78,4,1,806,763,1569,0,8.759055
Qwen3-4B-think,HumanEval_79,0,1,609,595,1204,0,6.652145
Qwen3-4B-think,HumanEval_79,1,1,533,595,1128,0,5.847702
Qwen3-4B-think,HumanEval_79,2,1,589,595,1184,0,6.44198
Qwen3-4B-think,HumanEval_79,3,1,582,595,1177,0,6.408025
Qwen3-4B-think,HumanEval_79,4,1,605,595,1200,0,6.581398
Qwen3-4B-think,HumanEval_8,0,1,787,560,1347,0,8.535226
Qwen3-4B-think,HumanEval_8,1,1,727,560,1287,0,7.901863
Qwen3-4B-think,HumanEval_8,2,1,1485,560,2045,0,15.939671
Qwen3-4B-think,HumanEval_8,3,1,1280,560,1840,0,13.735735
Qwen3-4B-think,HumanEval_8,4,1,758,560,1318,0,8.213685
Qwen3-4B-think,HumanEval_80,0,1,1131,569,1700,0,12.149397
Qwen3-4B-think,HumanEval_80,1,1,1259,569,1828,0,13.508838
Qwen3-4B-think,HumanEval_80,2,1,1247,569,1816,0,13.371014
Qwen3-4B-think,HumanEval_80,3,1,1176,569,1745,0,12.605815
Qwen3-4B-think,HumanEval_80,4,1,1304,569,1873,0,14.004361
Qwen3-4B-think,HumanEval_81,0,1,3593,718,4311,0,38.820256
Qwen3-4B-think,HumanEval_81,1,1,4179,718,4897,0,45.313754
Qwen3-4B-think,HumanEval_81,2,1,3231,718,3949,0,34.820059
Qwen3-4B-think,HumanEval_81,3,1,2607,718,3325,0,28.074072
Qwen3-4B-think,HumanEval_81,4,1,4183,718,4901,0,45.341201
Qwen3-4B-think,HumanEval_82,0,1,1286,529,1815,0,13.788705
Qwen3-4B-think,HumanEval_82,1,1,1363,529,1892,0,14.608417
Qwen3-4B-think,HumanEval_82,2,1,1155,529,1684,0,12.416983
Qwen3-4B-think,HumanEval_82,3,1,1135,529,1664,0,12.217475
Qwen3-4B-think,HumanEval_82,4,1,1617,529,2146,0,17.302281
Qwen3-4B-think,HumanEval_83,0,1,2422,492,2914,0,25.93853
Qwen3-4B-think,HumanEval_83,1,1,2767,492,3259,0,29.707718
Qwen3-4B-think,HumanEval_83,2,1,2391,492,2883,0,25.598178
Qwen3-4B-think,HumanEval_83,3,1,2633,492,3125,0,28.207121
Qwen3-4B-think,HumanEval_83,4,1,3575,492,4067,0,38.490571
Qwen3-4B-think,HumanEval_84,0,1,1379,595,1974,0,14.79842
Qwen3-4B-think,HumanEval_84,1,1,1262,595,1857,0,13.538635
Qwen3-4B-think,HumanEval_84,2,1,853,595,1448,0,9.200852
Qwen3-4B-think,HumanEval_84,3,1,1015,595,1610,0,10.925989
Qwen3-4B-think,HumanEval_84,4,1,904,595,1499,0,9.794234
Qwen3-4B-think,HumanEval_85,0,1,795,503,1298,0,8.597999
Qwen3-4B-think,HumanEval_85,1,1,881,503,1384,0,9.529329
Qwen3-4B-think,HumanEval_85,2,1,960,503,1463,0,10.356907
Qwen3-4B-think,HumanEval_85,3,1,776,503,1279,0,8.390552
Qwen3-4B-think,HumanEval_85,4,1,736,503,1239,0,7.962081
Qwen3-4B-think,HumanEval_86,0,1,2782,578,3360,0,29.901764
Qwen3-4B-think,HumanEval_86,1,1,2890,578,3468,0,31.043391
Qwen3-4B-think,HumanEval_86,2,1,2826,578,3404,0,30.356272
Qwen3-4B-think,HumanEval_86,3,1,3409,578,3987,0,36.715709
Qwen3-4B-think,HumanEval_86,4,1,3209,578,3787,0,34.496793
Qwen3-4B-think,HumanEval_87,0,1,1733,707,2440,0,18.626102
Qwen3-4B-think,HumanEval_87,1,1,2268,707,2975,0,24.370665
Qwen3-4B-think,HumanEval_87,2,1,1785,707,2492,0,19.176804
Qwen3-4B-think,HumanEval_87,3,1,2084,707,2791,0,22.374325
Qwen3-4B-think,HumanEval_87,4,1,1556,707,2263,0,16.705656
Qwen3-4B-think,HumanEval_88,0,1,2034,651,2685,0,21.841245
Qwen3-4B-think,HumanEval_88,1,1,2096,651,2747,0,22.525794
Qwen3-4B-think,HumanEval_88,2,1,2303,651,2954,0,24.749897
Qwen3-4B-think,HumanEval_88,3,1,1213,651,1864,0,13.082141
Qwen3-4B-think,HumanEval_88,4,1,2317,651,2968,0,24.857041
Qwen3-4B-think,HumanEval_89,0,1,1738,558,2296,0,18.620718
Qwen3-4B-think,HumanEval_89,1,1,1571,558,2129,0,16.8351
Qwen3-4B-think,HumanEval_89,2,1,1837,558,2395,0,19.660855
Qwen3-4B-think,HumanEval_89,3,1,1740,558,2298,0,18.647682
Qwen3-4B-think,HumanEval_89,4,1,2006,558,2564,0,21.49334
Qwen3-4B-think,HumanEval_9,0,1,1338,548,1886,0,14.358482
Qwen3-4B-think,HumanEval_9,1,1,979,548,1527,0,10.561135
Qwen3-4B-think,HumanEval_9,2,1,989,548,1537,0,10.66999
Qwen3-4B-think,HumanEval_9,3,1,1398,548,1946,0,14.990148
Qwen3-4B-think,HumanEval_9,4,1,1154,548,1702,0,12.400792
Qwen3-4B-think,HumanEval_90,0,1,3974,572,4546,0,42.92754
Qwen3-4B-think,HumanEval_90,1,1,2601,572,3173,0,27.914956
Qwen3-4B-think,HumanEval_90,2,1,8089,572,8661,0,89.740725
Qwen3-4B-think,HumanEval_90,3,1,2146,572,2718,0,22.981941
Qwen3-4B-think,HumanEval_90,4,1,3930,572,4502,0,42.448023
Qwen3-4B-think,HumanEval_91,0,1,3118,555,3673,0,33.540085
Qwen3-4B-think,HumanEval_91,0,2,5453,732,6185,0,59.265059
Qwen3-4B-think,HumanEval_91,0,3,5527,1272,6799,0,60.672146
Qwen3-4B-think,HumanEval_91,0,4,4397,1916,6313,0,48.347193
Qwen3-4B-think,HumanEval_91,0,5,4990,2519,7509,0,55.623258
Qwen3-4B-think,HumanEval_91,0,6,4907,3106,8013,0,55.132979
Qwen3-4B-think,HumanEval_91,1,1,4232,555,4787,0,45.793908
Qwen3-4B-think,HumanEval_91,2,1,11187,555,11742,0,126.808552
Qwen3-4B-think,HumanEval_91,2,2,2719,695,3414,0,28.973516
Qwen3-4B-think,HumanEval_91,2,3,1110,1238,2348,0,11.842505
Qwen3-4B-think,HumanEval_91,2,4,4174,1450,5624,0,45.495693
Qwen3-4B-think,HumanEval_91,2,5,2321,2020,4341,0,25.223054
Qwen3-4B-think,HumanEval_91,2,6,3651,2661,6312,0,40.412071
Qwen3-4B-think,HumanEval_91,3,1,2723,555,3278,0,29.226556
Qwen3-4B-think,HumanEval_91,3,2,5351,669,6020,0,58.070386
Qwen3-4B-think,HumanEval_91,3,3,6798,1072,7870,0,75.052384
Qwen3-4B-think,HumanEval_91,3,4,1606,1790,3396,0,17.315593
Qwen3-4B-think,HumanEval_91,3,5,5808,2318,8126,0,64.889112
Qwen3-4B-think,HumanEval_91,4,1,5316,555,5871,0,57.990016
Qwen3-4B-think,HumanEval_91,4,2,5054,669,5723,0,54.727064
Qwen3-4B-think,HumanEval_91,4,3,1609,1251,2860,0,17.194396
Qwen3-4B-think,HumanEval_91,4,4,2883,1677,4560,0,31.238608
Qwen3-4B-think,HumanEval_91,4,5,2606,2237,4843,0,28.592742
Qwen3-4B-think,HumanEval_91,4,6,2321,2719,5040,0,25.484627
Qwen3-4B-think,HumanEval_92,0,1,2043,583,2626,0,21.938197
Qwen3-4B-think,HumanEval_92,1,1,2872,583,3455,0,30.85073
Qwen3-4B-think,HumanEval_92,2,1,1806,583,2389,0,19.381564
Qwen3-4B-think,HumanEval_92,3,1,1596,583,2179,0,17.123922
Qwen3-4B-think,HumanEval_92,4,1,3316,583,3899,0,35.705405
Qwen3-4B-think,HumanEval_92,4,2,6095,862,6957,0,66.735025
Qwen3-4B-think,HumanEval_92,4,3,1087,1815,2902,0,11.716928
Qwen3-4B-think,HumanEval_92,4,4,4534,2502,7036,0,50.361838
Qwen3-4B-think,HumanEval_92,4,5,2414,3594,6008,0,26.924029
Qwen3-4B-think,HumanEval_92,4,6,2192,4369,6561,0,24.685955
Qwen3-4B-think,HumanEval_93,0,1,5303,557,5860,0,57.735535
Qwen3-4B-think,HumanEval_93,1,1,4691,557,5248,0,50.890588
Qwen3-4B-think,HumanEval_93,2,1,4642,557,5199,0,50.315278
Qwen3-4B-think,HumanEval_93,3,1,5622,557,6179,0,61.375317
Qwen3-4B-think,HumanEval_93,4,1,5367,557,5924,0,58.493124
Qwen3-4B-think,HumanEval_93,4,2,6380,795,7175,0,69.973405
Qwen3-4B-think,HumanEval_93,4,3,4601,1801,6402,0,50.647536
Qwen3-4B-think,HumanEval_94,0,1,2612,775,3387,0,28.160338
Qwen3-4B-think,HumanEval_94,1,1,2274,775,3049,0,24.462909
Qwen3-4B-think,HumanEval_94,2,1,2387,775,3162,0,25.69761
Qwen3-4B-think,HumanEval_94,3,1,2367,775,3142,0,25.506719
Qwen3-4B-think,HumanEval_94,4,1,3324,775,4099,0,35.927102
Qwen3-4B-think,HumanEval_95,0,1,1813,621,2434,0,19.434612
Qwen3-4B-think,HumanEval_95,1,1,1443,621,2064,0,15.497376
Qwen3-4B-think,HumanEval_95,2,1,979,621,1600,0,10.554008
Qwen3-4B-think,HumanEval_95,3,1,5483,621,6104,0,59.841984
Qwen3-4B-think,HumanEval_95,4,1,1825,621,2446,0,19.547764
Qwen3-4B-think,HumanEval_96,0,1,4876,603,5479,0,52.976367
Qwen3-4B-think,HumanEval_96,1,1,3385,603,3988,0,36.460455
Qwen3-4B-think,HumanEval_96,2,1,3326,603,3929,0,35.780086
Qwen3-4B-think,HumanEval_96,3,1,3821,603,4424,0,41.307949
Qwen3-4B-think,HumanEval_96,4,1,3580,603,4183,0,38.569173
Qwen3-4B-think,HumanEval_97,0,1,877,561,1438,0,9.473967
Qwen3-4B-think,HumanEval_97,1,1,683,561,1244,0,7.424571
Qwen3-4B-think,HumanEval_97,2,1,738,561,1299,0,8.041603
Qwen3-4B-think,HumanEval_97,3,1,819,561,1380,0,8.867826
Qwen3-4B-think,HumanEval_97,4,1,652,561,1213,0,7.096028
Qwen3-4B-think,HumanEval_98,0,1,875,520,1395,0,9.436876
Qwen3-4B-think,HumanEval_98,1,1,704,520,1224,0,7.621455
Qwen3-4B-think,HumanEval_98,2,1,835,520,1355,0,9.01579
Qwen3-4B-think,HumanEval_98,3,1,682,520,1202,0,7.412134
Qwen3-4B-think,HumanEval_98,4,1,790,520,1310,0,8.540883
Qwen3-4B-think,HumanEval_99,0,1,3965,612,4577,0,42.864787
Qwen3-4B-think,HumanEval_99,1,1,6356,612,6968,0,69.740145
Qwen3-4B-think,HumanEval_99,2,1,3791,612,4403,0,40.924097
Qwen3-4B-think,HumanEval_99,3,1,3819,612,4431,0,41.270872
Qwen3-4B-think,HumanEval_99,4,1,40346,612,40958,0,555.521152
